fs_sim,nr_sim,rc_sim,rl_sim
0.23981803031431548,0.6,10.0,22.0
0.12282190418540295,0.6,6.0,23.0
0.4773169176207068,0.6,13.0,28.0
0.41747395536426857,0.6,13.0,26.0
0.08222268258744736,0.4,13.0,28.0
0.19386185933072703,0.4,13.0,23.0
0.2068430798715425,0.6,10.0,23.0
0.3465242346938775,0.4,13.0,28.0
0.17267050847823273,0.8,7.0,14.0
0.19885728263908298,0.6,8.0,23.0
0.34037038854003143,0.6,13.0,29.0
0.2962495094191523,1.0,0.0,15.0
0.29451274044100395,0.8,8.0,25.0
0.7528792767106842,0.8,7.0,26.0
0.38790354503870517,0.8,10.0,24.0
0.22774475356180202,0.6,6.0,22.0
0.1729413858566683,1.0,6.0,16.0
0.37464923469387756,0.6,12.0,29.0
0.34802819722990064,1.0,4.0,18.0
0.12913293034605144,0.6,13.0,28.0
0.43053784013605445,0.6,13.0,30.0
0.276266835449545,1.0,4.0,19.0
0.39571517320520444,0.6,12.0,31.0
0.3310480442176871,0.6,10.0,20.0
0.34377194111589593,0.6,13.0,31.0
0.39415830409450847,0.6,13.0,28.0
0.36304544340258627,1.0,0.0,20.0
0.03971979921000657,1.0,4.0,9.0
0.3692515074211503,1.0,4.0,14.0
0.14016054791481813,0.8,5.0,24.0
0.15652959553386575,0.8,5.0,19.0
0.1856515687187738,0.6,12.0,26.0
0.2895530808477237,0.8,7.0,18.0
0.1838202719899148,0.6,17.0,29.0
0.4560034013605442,0.6,14.0,28.0
0.3355486249377799,0.8,12.0,22.0
0.40366709183673466,1.0,4.0,17.0
0.3524943839476089,1.0,10.0,19.0
0.2294922776803029,1.0,2.0,18.0
0.37738799873882134,0.8,5.0,22.0
0.2777670176038083,1.0,10.0,18.0
0.11923077975825525,1.0,2.0,18.0
0.13725516689726736,0.8,9.0,18.0
0.13634529278516383,0.8,9.0,18.0
0.06139492434904997,1.0,6.0,25.0
0.40233818818224965,0.6,12.0,32.0
0.23268611458943889,0.8,8.0,24.0
0.36633847617994564,0.8,5.0,25.0
0.3823732912976511,0.8,5.0,20.0
0.3417194298890728,1.0,4.0,21.0
0.10272081589045873,0.8,13.0,16.0
0.12555293226562148,0.8,3.0,21.0
0.302173273155416,0.8,13.0,28.0
0.47274374688899945,0.6,13.0,28.0
0.3459289965986394,1.0,0.0,16.0
0.3598750200341917,0.4,13.0,26.0
0.3543367346938775,0.6,8.0,23.0
0.2850081997084548,0.6,8.0,22.0
0.3431705761572922,0.6,8.0,25.0
0.3411545163840184,0.8,13.0,27.0
0.34350457177252924,0.8,17.0,29.0
0.32219637156538594,0.6,8.0,22.0
0.4543367346938776,0.6,12.0,30.0
0.28239693054641213,1.0,4.0,16.0
0.4065913487878373,0.6,13.0,29.0
0.5151795377241806,0.4,15.0,33.0
0.21733581331795615,0.6,8.0,23.0
0.07433068758591521,0.6,13.0,30.0
0.19010391478866429,0.4,14.0,28.0
0.18049260927775368,0.4,13.0,30.0
0.21631987718751622,0.6,8.0,23.0
0.1907469540934157,0.4,14.0,28.0
0.17892219387755104,0.4,13.0,30.0
0.14616105291674192,0.4,12.0,24.0
0.38370372187336477,0.6,13.0,29.0
0.20512777479412814,0.6,8.0,25.0
0.2695188871002947,0.6,13.0,32.0
0.30924612818500186,0.4,14.0,34.0
0.3573868545021842,0.6,12.0,31.0
0.05861913947093317,0.6,8.0,22.0
0.2603453729052596,0.6,8.0,22.0
0.0746702684773698,0.8,5.0,16.0
0.1524204611089719,0.4,12.0,25.0
0.26371173469387754,0.8,5.0,19.0
0.15123711172403997,0.8,15.0,25.0
0.18086912227417734,0.8,7.0,16.0
0.33457088192419826,1.0,0.0,16.0
0.2499725105559465,0.6,11.0,24.0
0.4304963601294176,0.6,13.0,29.0
0.31807789793295205,1.0,0.0,17.0
0.328476897415771,0.6,14.0,32.0
0.17064470377703317,1.0,4.0,15.0
0.18259251663220355,1.0,8.0,15.0
0.5103710360406789,1.0,6.0,19.0
0.11484675391895888,0.8,9.0,16.0
0.2834289965986394,0.4,14.0,35.0
0.3013992346938775,0.4,14.0,30.0
0.26924334388927984,0.6,8.0,20.0
0.33709656615455175,0.6,6.0,24.0
0.2877368043317605,0.8,3.0,17.0
0.36439257325187124,0.8,3.0,26.0
0.3531497910736995,1.0,2.0,15.0
0.4109473116169544,0.8,5.0,21.0
0.3033338693643647,0.4,14.0,35.0
0.29909029160444667,0.4,14.0,30.0
0.3422428891281283,0.4,15.0,31.0
0.23901753228100886,0.6,12.0,31.0
0.3505075093417649,0.8,8.0,22.0
0.14108493314177112,0.8,3.0,24.0
0.3035490280823073,1.0,8.0,15.0
0.3030339299847362,1.0,8.0,15.0
0.43891177794647274,0.6,12.0,27.0
0.32966376957759846,1.0,2.0,18.0
0.1122014146567718,0.8,9.0,22.0
0.3696512705244964,0.6,13.0,26.0
0.147668399453603,0.6,12.0,23.0
0.19257242583858597,0.8,9.0,18.0
0.41652423469387756,0.4,14.0,31.0
0.39735479947793073,0.6,12.0,29.0
0.32316241133205414,1.0,4.0,16.0
0.39267006802721083,0.6,13.0,29.0
0.3461971998101566,1.0,7.0,20.0
0.1442544978517723,0.8,9.0,23.0
0.39411265913117655,1.0,2.0,21.0
0.15794755402160865,0.8,3.0,24.0
0.25287277072991354,1.0,0.0,13.0
0.28353618989968865,1.0,0.0,17.0
0.1220797902494331,0.6,17.0,28.0
0.3318183523409364,0.6,14.0,28.0
0.29899676216640503,0.8,9.0,19.0
0.2843195102844287,1.0,4.0,18.0
0.12152423469387752,0.8,5.0,17.0
0.37834241651205935,0.8,11.0,25.0
0.32439487422876123,1.0,6.0,23.0
0.21459354162457056,0.6,12.0,30.0
0.14172127184207017,0.6,8.0,16.0
0.3735180997245524,0.8,11.0,28.0
0.17524714695603394,0.8,7.0,26.0
0.31319090136054417,1.0,0.0,19.0
0.0882430247203484,0.8,3.0,21.0
0.45680792263714,0.6,12.0,29.0
0.18342140764287979,1.0,6.0,10.0
0.1107865512557224,1.0,0.0,14.0
0.25885531577495857,1.0,4.0,21.0
0.13101220028370092,0.4,15.0,31.0
0.13216894712430427,0.6,13.0,23.0
0.38856245125438704,0.8,7.0,23.0
0.053523113790970966,1.0,4.0,13.0
0.06928143982432372,0.6,11.0,27.0
0.05975202581032413,0.8,3.0,18.0
0.9021892228455364,0.4,16.0,32.0
0.9017213913462381,0.4,16.0,31.0
0.899219376615275,0.4,16.0,32.0
0.34862004307711103,0.6,10.0,25.0
0.3427859169368682,0.6,13.0,28.0
0.35357944941780395,0.6,10.0,26.0
0.3855867346938775,0.8,7.0,28.0
0.16027957657421943,0.8,5.0,19.0
0.16149133995703546,1.0,6.0,12.0
0.11497842488059057,1.0,8.0,19.0
0.18325489918189497,1.0,4.0,13.0
0.3304335313512592,0.8,10.0,29.0
0.4536670918367347,0.4,14.0,32.0
0.22166259862476306,0.8,10.0,24.0
0.5080626962323391,0.4,15.0,31.0
0.10660076530612245,1.0,0.0,8.0
0.41756800573764863,0.6,12.0,32.0
0.1586121467817896,0.6,13.0,29.0
0.3647652770391544,0.6,13.0,27.0
0.12733878273531635,0.8,5.0,18.0
0.08594444722333378,1.0,6.0,16.0
0.43938137755102036,0.6,10.0,21.0
0.0638924319727891,1.0,2.0,8.0
0.3216010789561726,1.0,4.0,20.0
0.3030339299847362,1.0,0.0,16.0
0.25756071659433,1.0,2.0,20.0
0.04108057837696105,1.0,2.0,4.0
0.2503413487878373,0.8,9.0,22.0
0.21480185097294735,0.8,3.0,26.0
0.17735056332728316,0.8,5.0,18.0
0.089844750661771,0.8,11.0,16.0
0.4363547431684538,0.8,8.0,24.0
0.25359268707482996,1.0,0.0,16.0
0.7700060160703959,0.4,16.0,32.0
0.3029974489795918,0.6,14.0,25.0
0.4532877836449265,0.4,16.0,30.0
0.3274359156055584,1.0,0.0,16.0
0.17753385007849287,0.8,3.0,24.0
0.18590489080247485,0.8,3.0,27.0
0.48512043888235923,1.0,6.0,12.0
0.09846153135167113,0.6,6.0,18.0
0.08318271551359135,1.0,4.0,10.0
0.35499329006847036,0.4,15.0,34.0
0.503451945537251,0.8,5.0,23.0
0.3482786206587898,1.0,0.0,19.0
0.10221246743378204,0.8,9.0,20.0
0.07741179314338154,1.0,2.0,4.0
0.12452516486944126,0.8,5.0,19.0
0.13525428788536692,1.0,2.0,22.0
0.5251184838951555,0.4,16.0,31.0
0.4864522922478344,0.4,15.0,34.0
0.39652423469387754,0.8,3.0,28.0
0.07178322717976082,1.0,7.0,17.0
0.0842793367346939,0.6,12.0,26.0
0.0776234925788497,0.6,13.0,26.0
0.07973388218923932,1.0,2.0,4.0
0.3716795141969831,0.8,7.0,20.0
0.22689570912634718,0.4,16.0,31.0
0.42638771592254643,0.4,15.0,32.0
0.1522871969300541,1.0,10.0,14.0
0.01867828676534994,1.0,4.0,15.0
0.29371173469387757,1.0,0.0,20.0
0.04870656940462137,1.0,2.0,11.0
0.008685750011164173,0.8,9.0,21.0
0.1074247532711115,1.0,6.0,19.0
0.34339923469387756,0.6,13.0,27.0
0.180515462764053,0.8,9.0,23.0
0.3246492346938775,0.4,15.0,31.0
0.08144050889586607,1.0,4.0,12.0
0.33111823738929536,0.6,13.0,23.0
0.08444405671073463,1.0,0.0,15.0
0.2508547999619428,0.6,12.0,27.0
0.1612332864180155,0.8,3.0,22.0
0.10103641931456125,1.0,4.0,10.0
0.06574873539159254,1.0,6.0,14.0
0.13546228779122266,0.8,12.0,22.0
0.22345925125016897,1.0,6.0,11.0
0.24326845275555153,1.0,4.0,11.0
0.2772986912156167,0.8,3.0,20.0
0.2710371711028551,1.0,0.0,16.0
0.23573554421768705,1.0,4.0,19.0
0.14505415513663095,1.0,8.0,19.0
0.08234762065203438,0.8,9.0,18.0
0.19703636934940988,1.0,6.0,18.0
0.3383118336384686,0.8,13.0,18.0
0.4755205172217586,0.4,15.0,34.0
0.20902423469387754,0.6,13.0,19.0
0.13026292247668297,0.6,13.0,26.0
0.13534493780029494,0.4,15.0,33.0
0.4735919038668098,0.4,15.0,34.0
0.11240571417551903,0.6,6.0,20.0
0.13992701247165534,0.6,6.0,24.0
0.10929427995047392,1.0,0.0,6.0
0.3501170490651351,0.6,6.0,25.0
0.37296800369083805,0.8,3.0,29.0
0.1043075763708406,1.0,8.0,18.0
0.1288459172977367,0.6,10.0,24.0
0.1295872343782874,0.6,6.0,26.0
0.3508329468150897,1.0,0.0,16.0
0.6995196263989467,0.4,18.0,33.0
0.4214383240409566,0.8,8.0,23.0
0.062195743472061304,1.0,8.0,12.0
0.08412736105080332,1.0,6.0,12.0
0.13867670106159052,0.8,13.0,16.0
0.11981483298447582,0.8,7.0,19.0
0.08141899796831487,1.0,6.0,13.0
0.28763148778029735,0.8,7.0,20.0
0.3646153491517089,1.0,0.0,17.0
0.3564367711370262,0.8,3.0,24.0
0.2201353458049886,0.6,11.0,28.0
0.14126486222242202,0.4,15.0,34.0
0.11735720307436281,1.0,0.0,4.0
0.39152423469387754,0.6,16.0,22.0
0.11226299272385615,0.6,10.0,32.0
0.2830798243744672,0.8,7.0,24.0
0.15161645868538498,1.0,6.0,16.0
0.46285076530612246,0.8,5.0,24.0
0.3568900883524141,0.6,13.0,31.0
0.2653335701369155,1.0,2.0,19.0
0.068335997373633,1.0,6.0,4.0
0.42430201247165533,0.6,13.0,31.0
0.12711795962926659,1.0,2.0,21.0
0.42672557697575675,0.6,13.0,31.0
0.14881781267552896,0.8,13.0,15.0
0.1365233316778039,0.4,13.0,30.0
0.3694344514121438,0.6,10.0,26.0
0.1462302484284853,1.0,8.0,11.0
0.423241384864526,0.6,13.0,26.0
0.2756909013605442,0.8,10.0,25.0
0.4033269557823129,0.6,11.0,25.0
0.3982134238830667,0.6,11.0,32.0
0.2936670918367347,0.6,12.0,31.0
0.2863547431684538,0.8,12.0,28.0
0.4730925003765344,0.6,12.0,31.0
0.4067982072966173,0.6,12.0,27.0
0.3200536464585835,0.6,12.0,30.0
0.46622683692436084,0.6,14.0,28.0
0.40584626859218265,0.6,11.0,29.0
0.30305918910117235,0.4,14.0,31.0
0.27188036005000293,0.6,12.0,31.0
0.26159272784456244,0.6,12.0,30.0
0.22197180502635838,0.6,8.0,26.0
0.0659167580583635,0.6,13.0,25.0
0.08796567613531897,0.6,12.0,26.0
0.07316618384641993,0.6,12.0,28.0
0.2644586662184254,0.6,12.0,29.0
0.484985773155416,0.6,9.0,24.0
0.0660422546678246,1.0,4.0,9.0
0.3722767430550815,0.6,12.0,29.0
0.11141129123489751,1.0,8.0,16.0
0.40525439342403624,0.4,11.0,26.0
0.39337958060582723,0.8,5.0,18.0
0.08626848682510979,1.0,6.0,12.0
0.12503147718314794,1.0,2.0,19.0
0.3813485158440373,0.8,8.0,25.0
0.8435812735288291,0.4,16.0,30.0
0.12507298752834467,0.4,15.0,34.0
0.16818788203687274,0.6,9.0,24.0
0.3516524398220827,0.6,11.0,29.0
0.11523927943660683,0.6,13.0,27.0
0.05757544763188294,0.6,11.0,22.0
0.46755744502598084,0.6,12.0,31.0
0.4056604473184623,0.6,12.0,27.0
0.14591712686218655,0.4,15.0,31.0
0.08591817408781693,0.8,5.0,15.0
0.09606551909754729,0.8,5.0,17.0
0.14125452117466708,0.6,12.0,29.0
0.09594952205019935,0.8,5.0,18.0
0.11680105236248989,1.0,8.0,18.0
0.08441039833364539,0.8,12.0,28.0
0.130571558093436,0.8,7.0,29.0
0.2095924165120594,0.8,11.0,18.0
0.12561672275293095,0.8,9.0,17.0
0.10247154417322485,1.0,6.0,12.0
0.10730854841936771,0.8,9.0,19.0
0.6743020124716552,0.4,18.0,37.0
0.3437292036379769,0.4,14.0,29.0
0.26537669371027095,0.4,14.0,30.0
0.5183214090233794,0.6,13.0,25.0
0.34528199866903286,0.8,11.0,26.0
0.11461547118847543,0.6,12.0,24.0
0.12432069849097771,0.8,9.0,20.0
0.10997230048735912,1.0,8.0,13.0
0.23422803904170364,0.8,5.0,18.0
0.364048273155416,0.4,16.0,28.0
0.11943823830828226,1.0,6.0,15.0
0.3549446374294398,0.8,9.0,19.0
0.12668055254016503,0.8,9.0,16.0
0.5797226152606791,0.4,11.0,29.0
0.455711513845821,0.6,13.0,29.0
0.36212056496910694,1.0,0.0,21.0
